CompoundName,material_system,phase_route,MixerLine,bounds_scope,sample_count,Stage2_DryMixing_Duration_min,Stage2_DryMixing_Duration_max,Stage2_DryMixing_Duration_nominal,Stage4_WetMixing_Duration_min,Stage4_WetMixing_Duration_max,Stage4_WetMixing_Duration_nominal,Stage5_PID_Duration_min,Stage5_PID_Duration_max,Stage5_PID_Duration_nominal,Stage6_BottomMixing_Duration_min,Stage6_BottomMixing_Duration_max,Stage6_BottomMixing_Duration_nominal,Target_Temperature_min,Target_Temperature_max,Target_Temperature_nominal
M1-T19327---- 01 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T19327---- 01 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T19808---- 01 001,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,5,156.4,165.0,161.0,0.0,0.0,0.0,73.0,88.0,75.0,63.2,137.4,76.0,165.0,165.0,165.0
M1-T20153---- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,17,70.4,124.8,89.0,69.4,100.0,77.0,77.6,91.2,84.0,36.0,40.2,39.0,165.0,165.0,165.0
M1-T20153---- 01 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,43,97.1,143.8,109.0,51.4,104.9,86.0,85.3,116.4,97.0,38.0,78.8,39.0,165.0,165.0,165.0
M1-T20153W--- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,104,87.15,124.0,104.0,73.0,112.1,84.0,95.0,121.85,107.0,39.0,89.85,42.0,165.0,165.0,165.0
M1-T25045---- 08 005,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,5,120.2,122.0,121.0,0.0,0.0,0.0,46.6,61.8,50.0,87.0,87.0,87.0,165.0,165.0,165.0
M1-T25045-V-- 02 002,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,5,122.0,128.2,124.0,0.0,0.0,0.0,45.2,48.0,46.0,82.6,90.8,89.0,165.0,165.0,165.0
M1-T25045-V-- 02 003,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T25045-V-- 02 004,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,24,119.45,150.85,136.0,0.0,0.0,0.0,31.3,42.0,35.0,70.85,105.85,105.0,165.0,165.0,165.0
M1-T25088---- 06 001,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T25088---- 06 002,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T25088---- 06 003,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,36,111.75,141.25,133.5,0.0,0.0,0.0,52.75,69.25,56.5,74.0,135.75,75.0,165.0,165.0,165.0
M1-T26104---- 01 003,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,10,107.45,136.55,112.0,0.0,0.0,0.0,43.35,61.1,56.0,60.45,88.95,70.5,165.0,165.0,165.0
M1-T26104---- 01 004,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,25,115.6,147.0,123.0,0.0,0.0,0.0,29.4,64.0,48.0,70.2,84.0,81.0,165.0,165.0,165.0
M1-T26104---- 06 001,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T26104---- 06 002,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,96,105.0,125.0,115.0,0.0,0.0,0.0,28.0,66.25,56.0,62.0,77.25,73.0,165.0,165.0,165.0
M1-T26104---- 06 003,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T33025W3-- 03 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,9,59.0,59.0,59.0,42.4,60.6,49.0,55.4,65.2,59.0,91.4,101.0,100.0,165.0,165.0,165.0
M1-T33025W3-- 03 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T33025W3-- 04 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1256,54.0,64.0,63.0,42.0,62.0,53.0,40.0,73.0,49.0,98.0,124.0,109.0,165.0,165.0,165.0
M1-T33025W3-- 04 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,18,56.55,64.0,64.0,40.0,51.15,46.0,39.7,45.15,42.5,97.0,100.15,98.0,165.0,165.0,165.0
M1-T33025W3-- 04 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1107,53.0,64.0,54.0,47.0,62.7,56.0,25.0,45.0,30.0,89.0,112.0,99.0,165.0,165.0,165.0
M1-T33025W3-- 07 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,7,54.0,77.3,64.0,35.0,44.0,38.0,65.3,72.7,69.0,93.3,113.5,95.0,165.0,165.0,165.0
M1-T33025W3-- 07 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,13,53.6,54.4,54.0,45.6,58.0,51.0,26.6,30.8,30.0,102.0,105.0,103.0,165.0,165.0,165.0
M1-T33025XA-- 01 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,5,53.0,53.0,53.0,59.2,62.6,60.0,27.2,30.8,28.0,110.2,112.0,111.0,165.0,165.0,165.0
ALL,Silica,NoOilDry,ALL,SILICA_ROUTE_GLOBAL_FALLBACK,1560,95.0,158.0,115.0,0.0,0.0,0.0,29.0,105.0,45.0,70.0,134.0,92.0,155.0,165.0,165.0
ALL,Silica,OilWet,ALL,SILICA_ROUTE_GLOBAL_FALLBACK,9497,23.0,64.0,41.0,32.0,76.0,53.0,24.0,71.0,36.0,60.0,195.0,106.0,155.0,165.0,165.0
