CompoundName,MixerLine,material_system,phase_route,template_id,historical_order_id,historical_batch_number,historical_actual_kwh,historical_actual_mooney,historical_best_actual_saving_pct,candidate_role,profile_Stage2_DryMixing_Duration,profile_Stage3_OilLoading_Duration,profile_Stage4_WetMixing_Duration,profile_Stage5_PID_Duration,profile_Stage6_BottomMixing_Duration,profile_Target_Temperature,context_difference_ambient_temperature_difference,context_difference_ambient_humidity_difference,context_difference_material_initial_temperature_difference,context_difference_batch_weight_difference,context_difference_fill_factor_difference,context_difference_supplier_COA_difference,context_difference_raw_material_lot_difference,context_difference_mixer_line_difference,context_difference_route_difference,context_difference_historical_batch_age_days
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,2,25.21388888888889,44.16666666666666,12.09,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,11.0,23.0,32.0,145.0,0.3,4.0,17.0,0.0,0.0,25.05,0,0,0,20
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2024~1658392,2024~1658392,4,25.241805555555555,39.93,11.99,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,14.0,23.0,33.0,145.0,0.5,14.0,11.0,0.0,0.0,23.05,0,0,0,68
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,3,25.24736111111111,44.16666666666666,11.97,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,24.0,32.0,145.0,0.3,4.0,10.0,0.0,0.0,25.05,0,0,0,20
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,3,25.25888888888889,40.10333333333333,11.93,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,32.0,37.0,145.0,3.5,7.0,11.0,0.0,0.0,21.85,0,0,0,39
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1722283,2025~1722283,1,25.281805555555554,38.75,11.85,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,29.0,37.0,145.0,0.3,2.0,38.0,0.0,0.0,23.95,0,0,0,30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733247,2025~1733247,3,25.28486111111111,40.79333333333333,11.84,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,13.0,26.0,33.0,145.0,7.0,36.0,10.0,0.0,0.0,23.65,0,0,0,25
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2160870,2160870,4,25.31138888888889,40.46333333333333,11.75,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,43.0,145.0,15.5,11.0,4.0,0.0,0.0,22.7,0,0,0,-204
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844491,1844491,1,25.325694444444444,42.583333333333336,11.7,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,25.0,37.0,145.0,15.9,38.0,31.0,0.0,0.0,20.95,0,0,0,-34
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836265,1836265,3,25.328124553411932,41.22,11.69,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,9.0,22.0,37.0,145.0,7.1,27.0,16.0,0.0,0.0,23.0,0,0,0,-27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1731325,2025~1731325,8,25.06527777777778,38.19,10.61,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,3.0,32.0,33.0,145.0,7.0,36.0,29.0,0.0,0.0,23.65,0,0,0,26
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,10.55,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,10.4,33.0,15.0,0.0,0.0,20.2,0,0,0,-28
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,10.53,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,17.2,32.0,14.0,0.0,0.0,23.65,0,0,0,-56
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,3,25.091738605906297,44.1,10.52,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,23.0,31.0,145.0,1.7,21.0,25.0,0.0,0.0,23.0,0,0,0,20
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1734360,2025~1734360,1,25.1025,40.92333333333334,10.48,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,11.0,23.0,33.0,145.0,6.0,32.0,40.0,0.0,0.0,21.225,0,0,0,24
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1846817,1846817,1,25.143194444444443,42.873333333333335,10.33,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,8.0,21.0,38.0,145.0,15.9,38.0,36.0,0.0,0.0,20.95,0,0,0,-34
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2209970,2209970,3,25.14388888888889,41.92,10.33,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,30.0,37.0,145.0,8.2,2.0,10.0,0.0,0.0,21.7,0,0,0,-235
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,1,25.152638888888887,42.906666666666666,10.3,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,22.0,39.0,145.0,15.9,38.0,36.0,0.0,0.0,20.95,0,0,0,-33
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1860237,1860237,3,25.161944444444444,44.88666666666666,10.26,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,18.0,47.0,145.0,17.5,31.0,9.0,0.0,0.0,22.75,0,0,0,-43
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1889333,1889333,3,25.179166666666667,42.53666666666667,10.2,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,26.0,47.0,145.0,20.5,29.0,2.0,0.0,0.0,23.35,0,0,0,-58
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,2,25.184583333333332,40.10333333333333,10.18,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,25.0,37.0,145.0,3.5,7.0,14.0,0.0,0.0,21.85,0,0,0,39
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,2,25.21388888888889,44.16666666666666,10.08,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,11.0,23.0,32.0,145.0,0.3,4.0,21.0,0.0,0.0,25.05,0,0,0,20
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2024~1658392,2024~1658392,4,25.241805555555555,39.93,9.98,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,14.0,23.0,33.0,145.0,0.5,14.0,15.0,0.0,0.0,23.05,0,0,0,68
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,3,25.24736111111111,44.16666666666666,9.96,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,24.0,32.0,145.0,0.3,4.0,14.0,0.0,0.0,25.05,0,0,0,20
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,3,25.25888888888889,40.10333333333333,9.92,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,32.0,37.0,145.0,3.5,7.0,15.0,0.0,0.0,21.85,0,0,0,39
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1722283,2025~1722283,1,25.281805555555554,38.75,9.84,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,29.0,37.0,145.0,0.3,2.0,42.0,0.0,0.0,23.95,0,0,0,30
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733247,2025~1733247,3,25.28486111111111,40.79333333333333,9.83,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,13.0,26.0,33.0,145.0,7.0,36.0,14.0,0.0,0.0,23.65,0,0,0,25
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2160870,2160870,4,25.31138888888889,40.46333333333333,9.73,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,43.0,145.0,15.5,11.0,8.0,0.0,0.0,22.7,0,0,0,-204
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844491,1844491,1,25.325694444444444,42.583333333333336,9.68,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,25.0,37.0,145.0,15.9,38.0,35.0,0.0,0.0,20.95,0,0,0,-34
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836265,1836265,3,25.328124553411932,41.22,9.67,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,9.0,22.0,37.0,145.0,7.1,27.0,20.0,0.0,0.0,23.0,0,0,0,-27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,12.55,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,8.9,22.0,25.0,0.0,0.0,20.2,0,0,0,-27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,12.53,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,15.7,21.0,26.0,0.0,0.0,23.65,0,0,0,-55
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,3,25.091738605906297,44.1,12.52,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,23.0,31.0,145.0,3.2,10.0,15.0,0.0,0.0,23.0,0,0,0,21
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1734360,2025~1734360,1,25.1025,40.92333333333334,12.48,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,11.0,23.0,33.0,145.0,7.5,21.0,0.0,0.0,0.0,21.225,0,0,0,25
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1846817,1846817,1,25.143194444444443,42.873333333333335,12.34,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,8.0,21.0,38.0,145.0,14.4,27.0,4.0,0.0,0.0,20.95,0,0,0,-33
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2209970,2209970,3,25.14388888888889,41.92,12.34,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,30.0,37.0,145.0,6.7,13.0,30.0,0.0,0.0,21.7,0,0,0,-233
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,1,25.152638888888887,42.906666666666666,12.3,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,22.0,39.0,145.0,14.4,27.0,4.0,0.0,0.0,20.95,0,0,0,-32
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1860237,1860237,3,25.161944444444444,44.88666666666666,12.27,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,18.0,47.0,145.0,16.0,20.0,31.0,0.0,0.0,22.75,0,0,0,-42
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1889333,1889333,3,25.179166666666667,42.53666666666667,12.21,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,26.0,47.0,145.0,19.0,18.0,38.0,0.0,0.0,23.35,0,0,0,-57
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,2,25.184583333333332,40.10333333333333,12.19,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,25.0,37.0,145.0,2.0,18.0,26.0,0.0,0.0,21.85,0,0,0,40
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,2,25.21388888888889,44.16666666666666,12.09,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,11.0,23.0,32.0,145.0,1.2,7.0,19.0,0.0,0.0,25.05,0,0,0,21
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2024~1658392,2024~1658392,4,25.241805555555555,39.93,11.99,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,14.0,23.0,33.0,145.0,2.0,3.0,25.0,0.0,0.0,23.05,0,0,0,69
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,3,25.24736111111111,44.16666666666666,11.97,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,24.0,32.0,145.0,1.2,7.0,26.0,0.0,0.0,25.05,0,0,0,21
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,3,25.25888888888889,40.10333333333333,11.93,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,32.0,37.0,145.0,2.0,18.0,25.0,0.0,0.0,21.85,0,0,0,40
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1722283,2025~1722283,1,25.281805555555554,38.75,11.85,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,29.0,37.0,145.0,1.2,9.0,2.0,0.0,0.0,23.95,0,0,0,31
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733247,2025~1733247,3,25.28486111111111,40.79333333333333,11.84,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,13.0,26.0,33.0,145.0,8.5,25.0,26.0,0.0,0.0,23.65,0,0,0,26
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2160870,2160870,4,25.31138888888889,40.46333333333333,11.75,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,43.0,145.0,14.0,22.0,32.0,0.0,0.0,22.7,0,0,0,-203
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844491,1844491,1,25.325694444444444,42.583333333333336,11.7,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,25.0,37.0,145.0,14.4,27.0,5.0,0.0,0.0,20.95,0,0,0,-32
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836265,1836265,3,25.328124553411932,41.22,11.69,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,9.0,22.0,37.0,145.0,5.6,16.0,20.0,0.0,0.0,23.0,0,0,0,-26
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2024~1658392,2024~1658392,3,25.3325,39.93,11.68,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,26.0,32.0,145.0,2.0,3.0,29.0,0.0,0.0,23.05,0,0,0,69
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,10.62,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,8.9,22.0,1.0,0.0,0.0,20.2,0,0,0,-27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,10.61,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,15.7,21.0,0.0,0.0,0.0,23.65,0,0,0,-55
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,3,25.091738605906297,44.1,10.59,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,23.0,31.0,145.0,3.2,10.0,11.0,0.0,0.0,23.0,0,0,0,21
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1734360,2025~1734360,1,25.1025,40.92333333333334,10.55,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,11.0,23.0,33.0,145.0,7.5,21.0,26.0,0.0,0.0,21.225,0,0,0,25
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1846817,1846817,1,25.143194444444443,42.873333333333335,10.41,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,8.0,21.0,38.0,145.0,14.4,27.0,22.0,0.0,0.0,20.95,0,0,0,-33
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2209970,2209970,3,25.14388888888889,41.92,10.4,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,30.0,37.0,145.0,6.7,13.0,4.0,0.0,0.0,21.7,0,0,0,-233
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,1,25.152638888888887,42.906666666666666,10.37,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,22.0,39.0,145.0,14.4,27.0,22.0,0.0,0.0,20.95,0,0,0,-32
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1860237,1860237,3,25.161944444444444,44.88666666666666,10.34,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,18.0,47.0,145.0,16.0,20.0,5.0,0.0,0.0,22.75,0,0,0,-42
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1889333,1889333,3,25.179166666666667,42.53666666666667,10.28,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,26.0,47.0,145.0,19.0,18.0,12.0,0.0,0.0,23.35,0,0,0,-57
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,2,25.184583333333332,40.10333333333333,10.26,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,25.0,37.0,145.0,2.0,18.0,0.0,0.0,0.0,21.85,0,0,0,40
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,2,25.21388888888889,44.16666666666666,10.15,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,11.0,23.0,32.0,145.0,1.2,7.0,7.0,0.0,0.0,25.05,0,0,0,21
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2024~1658392,2024~1658392,4,25.241805555555555,39.93,10.06,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,14.0,23.0,33.0,145.0,2.0,3.0,1.0,0.0,0.0,23.05,0,0,0,69
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,3,25.24736111111111,44.16666666666666,10.04,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,24.0,32.0,145.0,1.2,7.0,0.0,0.0,0.0,25.05,0,0,0,21
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,3,25.25888888888889,40.10333333333333,9.99,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,32.0,37.0,145.0,2.0,18.0,1.0,0.0,0.0,21.85,0,0,0,40
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1722283,2025~1722283,1,25.281805555555554,38.75,9.91,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,29.0,37.0,145.0,1.2,9.0,28.0,0.0,0.0,23.95,0,0,0,31
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733247,2025~1733247,3,25.28486111111111,40.79333333333333,9.9,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,13.0,26.0,33.0,145.0,8.5,25.0,0.0,0.0,0.0,23.65,0,0,0,26
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2160870,2160870,4,25.31138888888889,40.46333333333333,9.81,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,43.0,145.0,14.0,22.0,6.0,0.0,0.0,22.7,0,0,0,-203
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844491,1844491,1,25.325694444444444,42.583333333333336,9.76,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,25.0,37.0,145.0,14.4,27.0,21.0,0.0,0.0,20.95,0,0,0,-32
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836265,1836265,3,25.328124553411932,41.22,9.75,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,9.0,22.0,37.0,145.0,5.6,16.0,6.0,0.0,0.0,23.0,0,0,0,-26
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2024~1658392,2024~1658392,3,25.3325,39.93,9.73,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,26.0,32.0,145.0,2.0,3.0,3.0,0.0,0.0,23.05,0,0,0,69
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,10.86,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,8.9,22.0,2.0,0.0,0.0,20.2,0,0,0,-27
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,10.84,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,15.7,21.0,1.0,0.0,0.0,23.65,0,0,0,-55
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742938,2025~1742938,3,25.091738605906297,44.1,10.83,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,23.0,31.0,145.0,3.2,10.0,12.0,0.0,0.0,23.0,0,0,0,21
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1734360,2025~1734360,1,25.1025,40.92333333333334,10.79,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,11.0,23.0,33.0,145.0,7.5,21.0,27.0,0.0,0.0,21.225,0,0,0,25
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1846817,1846817,1,25.143194444444443,42.873333333333335,10.64,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,8.0,21.0,38.0,145.0,14.4,27.0,23.0,0.0,0.0,20.95,0,0,0,-33
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2209970,2209970,3,25.14388888888889,41.92,10.64,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,30.0,37.0,145.0,6.7,13.0,3.0,0.0,0.0,21.7,0,0,0,-233
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844458,1844458,1,25.152638888888887,42.906666666666666,10.61,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,22.0,39.0,145.0,14.4,27.0,23.0,0.0,0.0,20.95,0,0,0,-32
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1860237,1860237,3,25.161944444444444,44.88666666666666,10.58,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,18.0,47.0,145.0,16.0,20.0,4.0,0.0,0.0,22.75,0,0,0,-42
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1889333,1889333,3,25.179166666666667,42.53666666666667,10.52,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,26.0,47.0,145.0,19.0,18.0,11.0,0.0,0.0,23.35,0,0,0,-57
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,2,25.184583333333332,40.10333333333333,10.5,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,25.0,37.0,145.0,2.0,18.0,1.0,0.0,0.0,21.85,0,0,0,40
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,2,25.21388888888889,44.16666666666666,10.39,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,11.0,23.0,32.0,145.0,1.2,7.0,8.0,0.0,0.0,25.05,0,0,0,21
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2024~1658392,2024~1658392,4,25.241805555555555,39.93,10.29,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,14.0,23.0,33.0,145.0,2.0,3.0,2.0,0.0,0.0,23.05,0,0,0,69
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1742917,2025~1742917,3,25.24736111111111,44.16666666666666,10.27,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,10.0,24.0,32.0,145.0,1.2,7.0,1.0,0.0,0.0,25.05,0,0,0,21
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1711196,2025~1711196,3,25.25888888888889,40.10333333333333,10.23,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,32.0,37.0,145.0,2.0,18.0,2.0,0.0,0.0,21.85,0,0,0,40
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1722283,2025~1722283,1,25.281805555555554,38.75,10.15,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,29.0,37.0,145.0,1.2,9.0,29.0,0.0,0.0,23.95,0,0,0,31
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2025~1733247,2025~1733247,3,25.28486111111111,40.79333333333333,10.14,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,13.0,26.0,33.0,145.0,8.5,25.0,1.0,0.0,0.0,23.65,0,0,0,26
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2160870,2160870,4,25.31138888888889,40.46333333333333,10.05,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,43.0,145.0,14.0,22.0,5.0,0.0,0.0,22.7,0,0,0,-203
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1844491,1844491,1,25.325694444444444,42.583333333333336,10.0,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,5.0,25.0,37.0,145.0,14.4,27.0,22.0,0.0,0.0,20.95,0,0,0,-32
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836265,1836265,3,25.328124553411932,41.22,9.99,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,25.0,9.0,22.0,37.0,145.0,5.6,16.0,7.0,0.0,0.0,23.0,0,0,0,-26
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,2024~1658392,2024~1658392,3,25.3325,39.93,9.97,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,12.0,26.0,32.0,145.0,2.0,3.0,2.0,0.0,0.0,23.05,0,0,0,69
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1836818,1836818,2,25.0825,40.016666666666666,12.62,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,26.0,5.0,24.0,36.0,145.0,12.1,40.0,26.0,0.0,0.0,20.2,0,0,0,-29
M1-B00458---- 12 004,MB02,CarbonBlack,OilWet,1885820,1885820,2,25.086666666666666,42.47666666666667,12.61,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,25.0,5.0,22.0,48.0,145.0,18.9,39.0,27.0,0.0,0.0,23.65,0,0,0,-57
